,channel,videoId,videoKind,publishedDateTime,videoTitle,playlistId,categoryId,duration,viewCount,likeCount,dislikeCount,score,participantId,numOfVotes,mean,std
4993,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,TJl8hYTQIc0,youtube#video,2016-10-18T18:11:34.000Z,10 WORST Punishments By Parents Ever,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT10M4S,9226819.0,108750.0,11987.0,"0, 1","['AYMJAMX7Z7YHG', 'A2Z0V2A4SP5QE0']",2,0.5,0.5
4994,UCLXo7UDZvByw2ixzpQCufnA | Vox,TJl_7AEUVlg,youtube#video,2017-03-24T15:37:05.000Z,We're the only daily news source in our part of rural Alaska. Trump's budget would devastate us.,UULXo7UDZvByw2ixzpQCufnA,25.0,PT3M56S,257785.0,7870.0,452.0,"0, 0","['A86CAG3LG83GG', 'A3MIMTJL7OVXJB']",2,0.0,0.0
4996,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,TK4IhaLwXVc,youtube#video,2016-12-07T18:10:24.000Z,That Time Coca-Cola Tried to Sell Bottled Tap Water in the UK and the Hilarity That Ensued,UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT10M50S,1106046.0,18929.0,627.0,2,['A3T3CRF61D218E'],1,2.0,0.0
4997,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,TKM0P3XlMNA,youtube#video,2015-03-12T23:00:00.000Z,Introduction to the Solar System: Crash Course Astronomy #9,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT10M17S,1070084.0,13094.0,261.0,"1, 2","['A1VPSWYSCJYPEB', 'A3NNWJI1G86RJ2']",2,1.5,0.5
4998,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,TKPBvUnOgyk,youtube#video,2017-04-17T00:00:01.000Z,A mathematician explains infinity,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M50S,538000.0,6328.0,1254.0,"0, 0","['A3GRDYAGMTAU02', 'A2G92T4A1U377C']",2,0.0,0.0
4999,UC9Ep0Y4T5rvUuIfjKN1wqTw | Ridddle,TKvYc8jXGqg,youtube#video,2016-06-05T18:30:00.000Z,What Will Happen In 10 Quintillion Years From Now,UU9Ep0Y4T5rvUuIfjKN1wqTw,24.0,PT4M22S,16062221.0,198168.0,28677.0,"0, 1","['A2KWEVSI7P1RGQ', 'A3NNWJI1G86RJ2']",2,0.5,0.5
5000,UCZYTClx2T1of7BRZ86-8fow | SciShow,TKzeCwxoW4U,youtube#video,2019-09-28T21:00:01.000Z,The Mystery of the Black Diamond,UUZYTClx2T1of7BRZ86-8fow,27.0,PT3M45S,231629.0,10468.0,96.0,"0, 1, 2","['A3AYDZLIK17L9K', 'A3NKA0NIM0TX5C', 'A182YKPS46KE9F']",3,1.0,0.8164965809277259
5001,UCZYTClx2T1of7BRZ86-8fow | SciShow,TL0iYKGBIt4,youtube#video,2019-09-19T21:00:05.000Z,Symbioses Are Way More Complex Than You Think!,UUZYTClx2T1of7BRZ86-8fow,27.0,PT6M29S,131204.0,5532.0,60.0,"0, 1","['A3PQ5Q456J981M', 'A3PQ5Q456J981M']",1,0.5,0.5
5002,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,TL1XJfo1VAg,youtube#video,2016-09-22T00:31:38.000Z,"What Exactly is the ""Juice"" in Juicy Fruit Gum?",UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT4M42S,1182449.0,17112.0,1802.0,"2, 2","['A3T3CRF61D218E', 'A16QZSBYXE5VY8']",2,2.0,0.0
5003,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,TLpzHHbFrHY,youtube#video,2015-11-14T19:45:02.000Z,"England: The Broad Street Pump - You Know Nothing, John Snow - Extra History - #1",UUCODtTcd5M1JavPCOr_Uydg,27.0,PT7M34S,1848653.0,25968.0,289.0,"0, 1","['A16QZSBYXE5VY8', 'A3T3CRF61D218E']",2,0.5,0.5
5004,UCphTF9wHwhCt-BzIq-s4V-g | What If,TM1_rnoyxv4,youtube#video,2019-05-06T16:31:08.000Z,What If the Universe Was White Instead of Black?,UUphTF9wHwhCt-BzIq-s4V-g,28.0,PT3M43S,732199.0,21600.0,514.0,"1, 2","['A2HX13XTRKDD9C', 'A3T3CRF61D218E']",2,1.5,0.5
5005,UCLXo7UDZvByw2ixzpQCufnA | Vox,TM42O6kYbI8,youtube#video,2018-03-02T13:15:51.000Z,Why the Oscars love method actors,UULXo7UDZvByw2ixzpQCufnA,25.0,PT4M7S,1125989.0,22593.0,951.0,0,['ALHT37PYQA05D'],1,0.0,0.0
5007,UC9RM-iSvTu1uPJb8X5yp3EQ | Wendover Productions,TNUomfuWuA8,youtube#video,2018-12-11T15:31:02.000Z,The Rise of 20-Hour Long Flights,UU9RM-iSvTu1uPJb8X5yp3EQ,27.0,PT12M33S,2708624.0,41482.0,903.0,0,['A1SNX9NBRRIVON'],1,0.0,0.0
5008,UCZYTClx2T1of7BRZ86-8fow | SciShow,TNfIGtZ3k1Q,youtube#video,2018-06-11T21:14:03.000Z,Why Can't We Just Kill Off Invasive Species?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT5M58S,543703.0,16371.0,235.0,"1, 1, 2","['A17TKHT8FEVH0R', 'A3U2UNSYDPS933', 'A28EZTFIIDESKT']",3,1.333333333333333,0.4714045207910317
5009,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,TOQTZ6N_eVg,youtube#video,2016-09-02T21:00:01.000Z,Game Design: Crash Course Games #19,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT9M58S,228308.0,5770.0,119.0,0,['A140DPSW275GFR'],1,0.0,0.0
5010,UCkJEpR7JmS36tajD34Gp4VA | Psych2Go,TOjBJc5pdVk,youtube#video,2017-01-14T22:09:23.000Z,5 Psychological Flirting Tips,UUkJEpR7JmS36tajD34Gp4VA,27.0,PT3M55S,747892.0,14964.0,780.0,"0, 2","['A2G92T4A1U377C', 'A2Z0V2A4SP5QE0']",2,1.0,1.0
5011,UCLXo7UDZvByw2ixzpQCufnA | Vox,TPCpXXBHFSA,youtube#video,2018-10-18T12:00:03.000Z,Why gamers use WASD to move,UULXo7UDZvByw2ixzpQCufnA,25.0,PT5M5S,2605567.0,72119.0,3403.0,"0, 0, 1","['A17TKHT8FEVH0R', 'A3U2UNSYDPS933', 'A28EZTFIIDESKT']",3,0.3333333333333333,0.4714045207910317
5013,UCZYTClx2T1of7BRZ86-8fow | SciShow,TPMmm3cy8Sw,youtube#video,2016-10-23T21:30:30.000Z,9 of the Most Abundant Animals on Earth,UUZYTClx2T1of7BRZ86-8fow,27.0,PT10M45S,1127114.0,19765.0,2707.0,1,['A2D4RMKLUQ6RZA'],1,1.0,0.0
5014,UCH4BNI0-FOK2dMXoFtViWHw | It's Okay To Be Smart,TPTqqi-kfVM,youtube#video,2019-02-27T22:14:24.000Z,Are You Afraid of Holes?,UUH4BNI0-FOK2dMXoFtViWHw,27.0,PT6M53S,564814.0,19942.0,778.0,"0, 0","['A3GRDYAGMTAU02', 'A2G92T4A1U377C']",2,0.0,0.0
5015,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,TQCr9RV7twk,youtube#video,2017-07-05T22:38:41.000Z,Memory & Storage: Crash Course Computer Science #19,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT12M17S,370028.0,6882.0,142.0,"0, 0","['A86CAG3LG83GG', 'A393D0YOTJ8QWA']",2,0.0,0.0
5016,UCZYTClx2T1of7BRZ86-8fow | SciShow,TQLBLNTDrLk,youtube#video,2019-04-20T21:00:04.000Z,Fighter Pilots Seem to Have More Daughters — Why?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT3M56S,143765.0,5590.0,193.0,"1, 2","['AXHC7OMH8XE9U', nan]",1,1.5,0.5
5017,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,TQP0jjSMRgc,youtube#video,2017-08-09T13:15:37.000Z,Taboos Around the World,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT7M35S,3230450.0,37231.0,4707.0,"0, 1","['A24RQYIDMV7OPK', 'A3NNWJI1G86RJ2']",2,0.5,0.5
5018,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,TQQJ1Vmy07A,youtube#video,2018-02-25T19:00:03.000Z,The BrainFood Show Episode 1- Throwing Tomatoes,UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT1H43M47S,124356.0,1105.0,243.0,2,['A3K2VLYC2UX2DN'],1,2.0,0.0
5019,UC7_gcs09iThXybpVgjHZ_7g | PBS Space Time,TQZyaMRp7_0,youtube#video,2017-02-22T21:21:02.000Z,The Eye of Sauron Reveals a Forming Solar System! | Space Time,UU7_gcs09iThXybpVgjHZ_7g,27.0,PT10M47S,468334.0,10960.0,211.0,"0, 0","['A393D0YOTJ8QWA', 'A3ODGLELT1TPX']",2,0.0,0.0
5020,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,TRAbZxQHlVw,youtube#video,2015-02-26T22:00:01.000Z,The Gravity of the Situation: Crash Course Astronomy #7,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT10M3S,959808.0,13508.0,177.0,"0, 0","['A39980PKUJE4NS', 'AYMJAMX7Z7YHG']",2,0.0,0.0
5021,UCLXo7UDZvByw2ixzpQCufnA | Vox,TS4AM9mPX-8,youtube#video,2019-06-27T12:00:04.000Z,The right way to kill a fish,UULXo7UDZvByw2ixzpQCufnA,27.0,PT8M30S,3806289.0,102562.0,6371.0,"0, 1","['A3BHWR32XVJSXJ', 'A2CS92S5XOYS3B']",2,0.5,0.5
5023,UCLXo7UDZvByw2ixzpQCufnA | Vox,TSDC7CCyeGY,youtube#video,2017-01-23T16:48:53.000Z,Donald Trump's conflicts of interest span the globe,UULXo7UDZvByw2ixzpQCufnA,25.0,PT5M1S,1000305.0,21922.0,4670.0,"0, 0","['AYMJAMX7Z7YHG', 'A32ZRN4S2IMN0O']",2,0.0,0.0
5025,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,TSfd8kJU8XE,youtube#video,2019-12-01T02:00:02.000Z,How To ACTUALLY Survive A Free Falling Elevator,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT10M48S,293553.0,9511.0,318.0,"0, 0, 1","['A2P887RDKZ27ZF', 'A24RQYIDMV7OPK', 'A140DPSW275GFR']",3,0.3333333333333333,0.4714045207910317
5026,UCpJmBQ8iNHXeQ7jQWDyGe3A | Life Noggin,TSiVameZBn4,youtube#video,2018-06-11T13:00:05.000Z,What Causes Tourette Syndrome? ft. Mayim Bialik,UUpJmBQ8iNHXeQ7jQWDyGe3A,27.0,PT3M40S,442971.0,16481.0,188.0,"0, 0","['A86CAG3LG83GG', 'A36SUOEMOIXFSO']",2,0.0,0.0
5027,UC3sznuotAs2ohg_U__Jzj_Q | The Film Theorists,TSmEn1qfhnU,youtube#video,2019-04-06T18:05:08.000Z,Film Theory:  What Is Us REALLY About? (Jordan Peele's Us),UU3sznuotAs2ohg_U__Jzj_Q,1.0,PT16M37S,3576312.0,136403.0,3534.0,"0, 0","['A3PQ5Q456J981M', 'AYMJAMX7Z7YHG']",2,0.0,0.0
5028,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,TSuuf3ptYpc,youtube#video,2017-04-20T02:00:01.000Z,Treadmills Were Originally Used As Torture Devices For Prisoners,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M38S,278336.0,2733.0,82.0,"0, 0, 0","['A293TIAVWJX7KC', 'ABGFBUCWV7C23', 'A1A6UVH1CCP8CD']",3,0.0,0.0
5029,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,TTMdbhITUjM,youtube#video,2019-05-22T20:21:35.000Z,Why Is There A Universe?,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT8M27S,232945.0,7511.0,262.0,"0, 0, 2","['A182YKPS46KE9F', 'AA4KKLIU4C3NY', 'AYPOAY43REHC8']",3,0.6666666666666666,0.9428090415820634
5030,UCLXo7UDZvByw2ixzpQCufnA | Vox,TUmyygCMMGA,youtube#video,2017-11-13T13:45:16.000Z,"The big debate about the future of work, explained",UULXo7UDZvByw2ixzpQCufnA,25.0,PT9M3S,1806546.0,37722.0,3573.0,"0, 0","['A2CS92S5XOYS3B', 'A3AYDZLIK17L9K']",2,0.0,0.0
5032,UCZYTClx2T1of7BRZ86-8fow | SciShow,TVAaXikhVEw,youtube#video,2019-07-28T21:00:01.000Z,4 Creatures You Can See With Your Own Microscope!,UUZYTClx2T1of7BRZ86-8fow,27.0,PT13M1S,117020.0,4257.0,95.0,0,['A1SNX9NBRRIVON'],1,0.0,0.0
5033,UCLXo7UDZvByw2ixzpQCufnA | Vox,TVTnwSAFNsQ,youtube#video,2017-10-18T11:08:11.000Z,How drug companies make you buy more medicine than you need,UULXo7UDZvByw2ixzpQCufnA,25.0,PT6M47S,1558746.0,42025.0,896.0,2,[nan],0,2.0,0.0
5035,UCZYTClx2T1of7BRZ86-8fow | SciShow,TVU62pAeLUo,youtube#video,2019-11-21T22:00:06.000Z,The Secret Language of Elephants,UUZYTClx2T1of7BRZ86-8fow,27.0,PT6M5S,120743.0,6361.0,53.0,"0, 2","['A1WBSYXJA7CD2Z', 'AKMIORNF40ST7']",2,1.0,1.0
5036,UCZYTClx2T1of7BRZ86-8fow | SciShow,TVYAp-bP_rE,youtube#video,2017-03-31T21:41:01.000Z,Injecting Yourself with Killer Bacteria,UUZYTClx2T1of7BRZ86-8fow,27.0,PT5M1S,297257.0,9837.0,117.0,1,['A2ZM10511OH8WY'],1,1.0,0.0
5037,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,TVcTSLsS3WE,youtube#video,2015-07-20T08:47:43.000Z,Religious Tolerance: Made in America,UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT5M13S,726192.0,5223.0,2096.0,"0, 1, 3","['APX97K33SVQF1', 'AXHC7OMH8XE9U', 'A1FLLV4JX5FOAY']",3,1.333333333333333,1.247219128924647
5038,UCLXo7UDZvByw2ixzpQCufnA | Vox,TVe5XPU10Zc,youtube#video,2017-06-15T13:07:45.000Z,How fan films shaped The Lego Movie,UULXo7UDZvByw2ixzpQCufnA,25.0,PT7M56S,7241210.0,127033.0,2924.0,"0, 1","['A3GRDYAGMTAU02', 'AS4FVWL91C6HR']",2,0.5,0.5
5040,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,TVgmFkzbrgk,youtube#video,2019-08-04T20:15:00.000Z,Why Did The King Of England Execute His Wives?,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT11M16S,1258224.0,22280.0,612.0,"0, 0","['A3MIMTJL7OVXJB', 'A1O6NAOVMJ1XVC']",2,0.0,0.0
5041,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,TVm4ckokD84,youtube#video,2016-07-16T17:31:26.000Z,Board Games: Crash Course Games #14,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT8M25S,191942.0,4592.0,81.0,"0, 1","['A2G92T4A1U377C', 'AW2HEHEFKRGR6']",2,0.5,0.5
5042,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,TWbzjGIec20,youtube#video,2015-08-17T15:02:12.000Z,Buffalo buffalo buffalo: One-word sentences and how they work - Emma Bryce,UUsooa4yRKGN_zEE8iknghZA,27.0,PT3M28S,567875.0,10681.0,159.0,"0, 0, 0","['A17D4EIP6P68L7', 'A1YFETJK9CSLGP', 'A1XUZFDVKP95VC']",3,0.0,0.0
5043,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,TWnWZe2KzGA,youtube#video,2017-08-14T14:00:02.000Z,The British Empire vs The Roman Empire - Historical Comparison,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT7M45S,827756.0,14871.0,1215.0,"0, 0","['A24RQYIDMV7OPK', 'A3NNWJI1G86RJ2']",2,0.0,0.0
5044,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,TX3yBfJzuTo,youtube#video,2019-01-13T15:36:09.000Z,How Successful Is Pornhub?,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT11M1S,2364108.0,74960.0,2229.0,"0, 1","['A3QU964EOJXS56', 'A2HX13XTRKDD9C']",2,0.5,0.5
5045,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,TXQ1OXvj1aM,youtube#video,2019-10-25T23:30:37.000Z,World Without the Amazon Rainforest,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT6M39S,126766.0,2940.0,98.0,"0, 0","['A3T3CRF61D218E', 'A2G92T4A1U377C']",2,0.0,0.0
5046,UCftwRNsjfRo08xYE31tkiyw | WIRED,TXyGpRgq_rI,youtube#video,2016-07-25T19:49:17.000Z,Star Trek’s Jaylah (Sofia Boutella) Shows Us the Last Thing on Her Phone | WIRED,UUftwRNsjfRo08xYE31tkiyw,24.0,PT2M18S,207907.0,1553.0,55.0,"1, 2, 3","['A3U2UNSYDPS933', 'A1PBFDQR599N3K', 'A10VX0V3HKGBIY']",3,2.0,0.8164965809277259
5047,UCftwRNsjfRo08xYE31tkiyw | WIRED,TYMa0HWrFRU,youtube#video,2019-02-27T18:00:01.000Z,Astronaut Chris Hadfield on 13 Moments That Changed His Life | WIRED,UUftwRNsjfRo08xYE31tkiyw,28.0,PT16M32S,807039.0,26661.0,224.0,"0, 1","['A1SNX9NBRRIVON', 'AC54HUSIFWSP']",2,0.5,0.5
5048,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,TYrZ8grFNIE,youtube#video,2018-08-27T16:07:08.000Z,People Caught LYING On Social Media,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT10M2S,523323.0,6570.0,599.0,"0, 0, 2, 2, 2, 2, 2, 2, 2","['AA4KKLIU4C3NY', 'A140DPSW275GFR', 'A2LV5432PV1S39', 'A1Y3W8KKAU1S0J', 'ANBWJZYU2A68T', 'A1MUDJIK7VV15W', 'A3HCGNV93TJO7R', 'A3R3OUJP49459I', 'A1DCKRRPA4AWVD']",9,1.5555555555555558,0.8314794192830981
5049,UCpJmBQ8iNHXeQ7jQWDyGe3A | Life Noggin,T_I_5qAtYfU,youtube#video,2018-09-24T13:00:04.000Z,Could You Backup Your Brain To The Cloud?,UUpJmBQ8iNHXeQ7jQWDyGe3A,27.0,PT4M16S,296819.0,9621.0,131.0,"0, 2","['A36SUOEMOIXFSO', 'A1VPSWYSCJYPEB']",2,1.0,1.0
5050,UCHnyfMqiRRG1u-2MsSQLbXA | Veritasium,T_gCnf9-qW0,youtube#video,2015-03-24T13:00:04.000Z,How YouTube is Like a Potato,UUHnyfMqiRRG1u-2MsSQLbXA,27.0,PT3M56S,980192.0,23991.0,3920.0,"0, 2, 2","['A3TPW4JUUJDUFI', 'A1RFH0LZHG2C1R', 'AA4KKLIU4C3NY']",3,1.333333333333333,0.9428090415820634
5051,UCpJmBQ8iNHXeQ7jQWDyGe3A | Life Noggin,T_uproxN4Ro,youtube#video,2019-11-25T14:00:06.000Z,What If You Only Used Thanksgiving Food To Stop a Fire?,UUpJmBQ8iNHXeQ7jQWDyGe3A,27.0,PT3M49S,121754.0,4906.0,80.0,0,['A2KC0PSGG2OIQX'],1,0.0,0.0
5052,UCZYTClx2T1of7BRZ86-8fow | SciShow,T_yxZFjqQUg,youtube#video,2017-06-26T21:00:03.000Z,Why Can't My Cat Roar?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT4M27S,804815.0,18928.0,419.0,"2, 2, 2","['AFIK3VBMMX6G6', 'A2KX6B80R6UBRO', 'AH31QLJ57XC8W']",3,2.0,0.0
5053,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,Ta9w5mLqqCk,youtube#video,2019-05-14T20:15:02.000Z,I Didn't Wear Underwear For A Month And This Is What Happened - Funny Challenge,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT7M8S,2597218.0,59939.0,3229.0,"0, 0","['A1WBSYXJA7CD2Z', 'A3GRDYAGMTAU02']",2,0.0,0.0
5054,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,Tamoj84j64I,youtube#video,2015-04-30T17:40:45.000Z,Copyright Basics: Crash Course Intellectual Property 2,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT12M18S,394645.0,6109.0,145.0,"0, 0","['AYMJAMX7Z7YHG', 'AC54HUSIFWSP']",2,0.0,0.0
5055,UCkJEpR7JmS36tajD34Gp4VA | Psych2Go,Tb5yLVS0D0Q,youtube#video,2018-04-12T06:12:55.000Z,8 Reasons To Love An Introvert,UUkJEpR7JmS36tajD34Gp4VA,27.0,PT4M39S,268183.0,17036.0,107.0,0,['A16QZSBYXE5VY8'],1,0.0,0.0
5056,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,Tb6QX9Yy1GM,youtube#video,2015-06-08T15:13:52.000Z,How people rationalize fraud - Kelly Richmond Pope,UUsooa4yRKGN_zEE8iknghZA,27.0,PT4M35S,247232.0,3213.0,53.0,"0, 0, 0","['A2GTJ0BD4CG1A2', 'APX97K33SVQF1', 'A2YTJQ7RCNDXBF']",3,0.0,0.0
5057,UC7_gcs09iThXybpVgjHZ_7g | PBS Space Time,TbWyuJYybMA,youtube#video,2018-01-10T21:43:31.000Z,What Do Stars Sound Like? | Space Time,UU7_gcs09iThXybpVgjHZ_7g,27.0,PT13M50S,281271.0,7647.0,176.0,"0, 2","['A13FVM2C914A3H', 'AP4A0MZOKR52J']",2,1.0,1.0
5058,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,Tc9mun4RJNg,youtube#video,2019-08-16T20:04:07.000Z,When Did People Start Turning Things Up to 11?,UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT13M55S,143815.0,5441.0,110.0,"0, 1","['A3P04JZJNOYILR', 'AXHC7OMH8XE9U']",2,0.5,0.5
5059,UCLXo7UDZvByw2ixzpQCufnA | Vox,Tct38KwROdw,youtube#video,2016-05-05T12:16:56.000Z,Giving birth costs a lot. Hospitals won't tell you how much.,UULXo7UDZvByw2ixzpQCufnA,25.0,PT8M16S,2500331.0,70877.0,1288.0,"0, 1","['ALHT37PYQA05D', 'A2D4RMKLUQ6RZA']",2,0.5,0.5
5061,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,TctLmlLQhAg,youtube#video,2015-09-16T21:00:00.000Z,The People Who Can’t See Faces,UU64UiPJwM_e9AqAd7RiD7JA,24.0,PT7M42S,196067.0,3516.0,46.0,"0, 0","['A1VPSWYSCJYPEB', 'A3NNWJI1G86RJ2']",2,0.0,0.0
5062,UCHnyfMqiRRG1u-2MsSQLbXA | Veritasium,TcxZSmzPw8k,youtube#video,2015-08-26T00:39:36.000Z,The Science of Six Degrees of Separation,UUHnyfMqiRRG1u-2MsSQLbXA,27.0,PT9M23S,3178697.0,72096.0,1046.0,"1, 2","['A2CS92S5XOYS3B', 'A3AYDZLIK17L9K']",2,1.5,0.5
5063,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,TczI_VPfwBY,youtube#video,2019-11-27T02:00:05.000Z,Amazing Survival Story Of A Dog Saving A Human,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT12M17S,159111.0,4716.0,96.0,"0, 0, 0","['A3PQ5Q456J981M', 'A2HX13XTRKDD9C', 'A3BHWR32XVJSXJ']",3,0.0,0.0
5064,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,Td4-Qirtr1M,youtube#video,2019-03-05T20:00:02.000Z,20 Construction Machines Getting The Job Done,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT6M46S,1561811.0,6588.0,425.0,"0, 0","['A3INW9GHEU7FLU', 'A2G92T4A1U377C']",2,0.0,0.0
5065,UCkJEpR7JmS36tajD34Gp4VA | Psych2Go,TduPFMwpqv4,youtube#video,2019-07-20T15:33:27.000Z,7 Signs Your Crush Sees You As Just A Friend,UUkJEpR7JmS36tajD34Gp4VA,27.0,PT4M32S,652391.0,22595.0,316.0,"0, 0","['A2KWEVSI7P1RGQ', 'A3MIMTJL7OVXJB']",2,0.0,0.0
5066,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,TeuAh8DexoA,youtube#video,2017-03-15T20:00:05.000Z,10 TRUE STORIES BEHIND THE MOST FAMOUS LOGOS,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT7M44S,6751459.0,50135.0,5964.0,"0, 1","['A2Z0V2A4SP5QE0', 'A1SNX9NBRRIVON']",2,0.5,0.5
5067,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,TfwzchnZmgE,youtube#video,2019-09-11T15:00:18.000Z,Can President Donald Trump Go Inside Area 51?,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT7M19S,314125.0,5702.0,234.0,"0, 1","['A30GJ0HHLO16E8', 'A2HX13XTRKDD9C']",2,0.5,0.5
5068,UCYO_jab_esuFRV4b17AJtAw | 3Blue1Brown,TgKwz5Ikpc8,youtube#video,2016-09-24T19:29:09.000Z,"Abstract vector spaces | Essence of linear algebra, chapter 15",UUYO_jab_esuFRV4b17AJtAw,27.0,PT16M46S,510077.0,17136.0,74.0,"0, 0","['A2D4RMKLUQ6RZA', 'A140DTJHRHQM4F']",2,0.0,0.0
5069,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,TgbuWfGeG2o,youtube#video,2015-07-22T17:01:31.000Z,Procedural Generation - How Games Create Infinite Worlds - Extra Credits,UUCODtTcd5M1JavPCOr_Uydg,20.0,PT7M46S,518095.0,12748.0,191.0,"0, 2","['A1O6NAOVMJ1XVC', 'A3T3CRF61D218E']",2,1.0,1.0
5070,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,TgisehuGOyY,youtube#video,2016-04-11T21:41:07.000Z,Aquinas & the Cosmological Arguments: Crash Course Philosophy #10,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT10M26S,1495516.0,25085.0,800.0,"0, 0","['A2KWEVSI7P1RGQ', 'A2CPJ227RHJRRZ']",2,0.0,0.0
5071,UCftwRNsjfRo08xYE31tkiyw | WIRED,TgjaO6YTB3E,youtube#video,2019-06-19T21:16:07.000Z,Nuclear Historian Explains How a Chernobyl-Like Disaster Could Happen Again | WIRED,UUftwRNsjfRo08xYE31tkiyw,28.0,PT5M54S,194095.0,5405.0,1382.0,"0, 2","['A2726YRGIF5ZXL', 'A1GQRJVWSIT2RC']",2,1.0,1.0
5072,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,ThBAFND05ds,youtube#video,2016-02-01T20:22:49.000Z,Why are School Buses Yellow and Why Dont They Have Seatbelts,UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT8M59S,1117018.0,21455.0,635.0,"0, 0","['A3T3CRF61D218E', 'AGLRR7BJRX0J5']",2,0.0,0.0
5073,UC9RM-iSvTu1uPJb8X5yp3EQ | Wendover Productions,ThNeIT7aceI,youtube#video,2016-01-24T17:04:26.000Z,How the Layouts of Grocery Stores are Secretly Designed to Make You Spend More Money,UU9RM-iSvTu1uPJb8X5yp3EQ,27.0,PT3M38S,840863.0,10667.0,262.0,"0, 1","['A3T3CRF61D218E', 'A16QZSBYXE5VY8']",2,0.5,0.5
5074,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,ThRb9x-RieI,youtube#video,2016-01-18T08:53:44.000Z,Is America Racist?,UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT5M26S,1506196.0,29050.0,4760.0,"0, 0","['A3GRDYAGMTAU02', 'https://visualblocks.app/task?task=19']",2,0.0,0.0
